Date,Month,Day,County,State,Confirmed Cases,Deaths
3/28/2020,3,28,Davie,North Carolina,4,0
3/29/2020,3,29,Davie,North Carolina,6,0
3/30/2020,3,30,Davie,North Carolina,12,0
3/31/2020,3,31,Davie,North Carolina,11,0
4/1/2020,4,1,Davie,North Carolina,11,0
4/2/2020,4,2,Davie,North Carolina,11,1
4/3/2020,4,3,Davie,North Carolina,12,1
4/4/2020,4,4,Davie,North Carolina,14,2
4/5/2020,4,5,Davie,North Carolina,16,2
4/6/2020,4,6,Davie,North Carolina,17,2
4/7/2020,4,7,Davie,North Carolina,20,2
4/8/2020,4,8,Davie,North Carolina,20,2
4/9/2020,4,9,Davie,North Carolina,20,2
4/10/2020,4,10,Davie,North Carolina,21,2
4/11/2020,4,11,Davie,North Carolina,21,2
4/12/2020,4,12,Davie,North Carolina,21,2
4/13/2020,4,13,Davie,North Carolina,21,2
4/14/2020,4,14,Davie,North Carolina,22,2
4/15/2020,4,15,Davie,North Carolina,22,2
4/16/2020,4,16,Davie,North Carolina,23,2
4/17/2020,4,17,Davie,North Carolina,23,2
4/18/2020,4,18,Davie,North Carolina,23,2
4/19/2020,4,19,Davie,North Carolina,23,2
4/20/2020,4,20,Davie,North Carolina,23,2
4/21/2020,4,21,Davie,North Carolina,24,2
4/22/2020,4,22,Davie,North Carolina,24,2
4/23/2020,4,23,Davie,North Carolina,24,2
4/24/2020,4,24,Davie,North Carolina,28,2
4/5/2020,4,5,Daviess,Indiana,2,0
4/6/2020,4,6,Daviess,Indiana,2,0
4/7/2020,4,7,Daviess,Indiana,4,0
4/8/2020,4,8,Daviess,Indiana,5,1
4/9/2020,4,9,Daviess,Indiana,8,1
4/10/2020,4,10,Daviess,Indiana,9,1
4/11/2020,4,11,Daviess,Indiana,9,1
4/12/2020,4,12,Daviess,Indiana,10,1
4/13/2020,4,13,Daviess,Indiana,10,1
4/14/2020,4,14,Daviess,Indiana,12,1
4/15/2020,4,15,Daviess,Indiana,21,1
4/16/2020,4,16,Daviess,Indiana,24,1
4/17/2020,4,17,Daviess,Indiana,27,1
4/18/2020,4,18,Daviess,Indiana,29,2
4/19/2020,4,19,Daviess,Indiana,34,3
4/20/2020,4,20,Daviess,Indiana,34,3
4/21/2020,4,21,Daviess,Indiana,38,5
4/22/2020,4,22,Daviess,Indiana,38,6
4/23/2020,4,23,Daviess,Indiana,38,7
4/24/2020,4,24,Daviess,Indiana,42,8
3/19/2020,3,19,Daviess,Kentucky,1,0
3/20/2020,3,20,Daviess,Kentucky,1,0
3/21/2020,3,21,Daviess,Kentucky,4,0
3/22/2020,3,22,Daviess,Kentucky,6,0
3/23/2020,3,23,Daviess,Kentucky,10,0
3/24/2020,3,24,Daviess,Kentucky,12,0
3/25/2020,3,25,Daviess,Kentucky,13,0
3/26/2020,3,26,Daviess,Kentucky,14,0
3/27/2020,3,27,Daviess,Kentucky,15,0
3/28/2020,3,28,Daviess,Kentucky,20,0
3/29/2020,3,29,Daviess,Kentucky,20,0
3/30/2020,3,30,Daviess,Kentucky,20,0
3/31/2020,3,31,Daviess,Kentucky,34,1
4/1/2020,4,1,Daviess,Kentucky,42,2
4/2/2020,4,2,Daviess,Kentucky,44,2
4/3/2020,4,3,Daviess,Kentucky,44,2
4/4/2020,4,4,Daviess,Kentucky,47,2
4/5/2020,4,5,Daviess,Kentucky,58,2
4/6/2020,4,6,Daviess,Kentucky,58,2
4/7/2020,4,7,Daviess,Kentucky,63,2
4/8/2020,4,8,Daviess,Kentucky,63,2
4/9/2020,4,9,Daviess,Kentucky,72,2
4/10/2020,4,10,Daviess,Kentucky,79,2
4/11/2020,4,11,Daviess,Kentucky,81,3
4/12/2020,4,12,Daviess,Kentucky,86,3
4/13/2020,4,13,Daviess,Kentucky,87,3
4/14/2020,4,14,Daviess,Kentucky,90,3
4/15/2020,4,15,Daviess,Kentucky,100,3
4/16/2020,4,16,Daviess,Kentucky,106,3
4/17/2020,4,17,Daviess,Kentucky,105,3
4/18/2020,4,18,Daviess,Kentucky,109,3
4/19/2020,4,19,Daviess,Kentucky,125,3
4/20/2020,4,20,Daviess,Kentucky,130,3
4/21/2020,4,21,Daviess,Kentucky,125,3
4/22/2020,4,22,Daviess,Kentucky,134,3
4/23/2020,4,23,Daviess,Kentucky,146,6
4/24/2020,4,24,Daviess,Kentucky,146,6
4/15/2020,4,15,Daviess,Missouri,1,0
4/16/2020,4,16,Daviess,Missouri,2,0
4/17/2020,4,17,Daviess,Missouri,2,0
4/18/2020,4,18,Daviess,Missouri,2,0
4/19/2020,4,19,Daviess,Missouri,2,0
4/20/2020,4,20,Daviess,Missouri,2,0
4/21/2020,4,21,Daviess,Missouri,2,0
4/22/2020,4,22,Daviess,Missouri,2,0
4/23/2020,4,23,Daviess,Missouri,2,0
4/24/2020,4,24,Daviess,Missouri,2,0
3/6/2020,3,6,Davis,Utah,1,0
3/7/2020,3,7,Davis,Utah,1,0
3/8/2020,3,8,Davis,Utah,1,0
3/9/2020,3,9,Davis,Utah,1,0
3/10/2020,3,10,Davis,Utah,1,0
3/11/2020,3,11,Davis,Utah,1,0
3/12/2020,3,12,Davis,Utah,1,0
3/13/2020,3,13,Davis,Utah,1,0
3/14/2020,3,14,Davis,Utah,2,0
3/15/2020,3,15,Davis,Utah,3,0
3/16/2020,3,16,Davis,Utah,4,0
3/17/2020,3,17,Davis,Utah,4,0
3/18/2020,3,18,Davis,Utah,6,0
3/19/2020,3,19,Davis,Utah,8,0
3/20/2020,3,20,Davis,Utah,12,0
3/21/2020,3,21,Davis,Utah,16,0
3/22/2020,3,22,Davis,Utah,19,1
3/23/2020,3,23,Davis,Utah,29,1
3/24/2020,3,24,Davis,Utah,31,1
3/25/2020,3,25,Davis,Utah,35,1
3/26/2020,3,26,Davis,Utah,39,1
3/27/2020,3,27,Davis,Utah,50,1
3/28/2020,3,28,Davis,Utah,59,1
3/29/2020,3,29,Davis,Utah,69,1
3/30/2020,3,30,Davis,Utah,77,1
3/31/2020,3,31,Davis,Utah,84,1
4/1/2020,4,1,Davis,Utah,93,1
4/2/2020,4,2,Davis,Utah,103,1
4/3/2020,4,3,Davis,Utah,122,2
4/4/2020,4,4,Davis,Utah,137,2
4/5/2020,4,5,Davis,Utah,142,2
4/6/2020,4,6,Davis,Utah,154,2
4/7/2020,4,7,Davis,Utah,158,2
4/8/2020,4,8,Davis,Utah,163,2
4/9/2020,4,9,Davis,Utah,170,2
4/10/2020,4,10,Davis,Utah,180,2
4/11/2020,4,11,Davis,Utah,193,2
4/12/2020,4,12,Davis,Utah,199,2
4/13/2020,4,13,Davis,Utah,204,2
4/14/2020,4,14,Davis,Utah,211,2
4/15/2020,4,15,Davis,Utah,217,2
4/16/2020,4,16,Davis,Utah,220,2
4/17/2020,4,17,Davis,Utah,227,2
4/18/2020,4,18,Davis,Utah,230,2
4/19/2020,4,19,Davis,Utah,236,2
4/20/2020,4,20,Davis,Utah,242,2
4/21/2020,4,21,Davis,Utah,243,2
4/22/2020,4,22,Davis,Utah,249,2
4/23/2020,4,23,Davis,Utah,254,2
4/24/2020,4,24,Davis,Utah,256,2
3/10/2020,3,10,Davison,South Dakota,2,1
3/11/2020,3,11,Davison,South Dakota,2,1
3/12/2020,3,12,Davison,South Dakota,2,1
3/13/2020,3,13,Davison,South Dakota,2,1
3/14/2020,3,14,Davison,South Dakota,2,1
3/15/2020,3,15,Davison,South Dakota,2,1
3/16/2020,3,16,Davison,South Dakota,2,1
3/17/2020,3,17,Davison,South Dakota,2,1
3/18/2020,3,18,Davison,South Dakota,2,1
3/19/2020,3,19,Davison,South Dakota,2,1
3/20/2020,3,20,Davison,South Dakota,2,1
3/21/2020,3,21,Davison,South Dakota,2,1
3/22/2020,3,22,Davison,South Dakota,2,1
3/23/2020,3,23,Davison,South Dakota,2,1
3/24/2020,3,24,Davison,South Dakota,2,1
3/25/2020,3,25,Davison,South Dakota,2,1
3/26/2020,3,26,Davison,South Dakota,2,1
3/27/2020,3,27,Davison,South Dakota,2,1
3/28/2020,3,28,Davison,South Dakota,2,1
3/29/2020,3,29,Davison,South Dakota,2,1
3/30/2020,3,30,Davison,South Dakota,2,1
3/31/2020,3,31,Davison,South Dakota,2,1
4/1/2020,4,1,Davison,South Dakota,2,1
4/2/2020,4,2,Davison,South Dakota,3,1
4/3/2020,4,3,Davison,South Dakota,3,1
4/4/2020,4,4,Davison,South Dakota,3,1
4/5/2020,4,5,Davison,South Dakota,3,1
4/6/2020,4,6,Davison,South Dakota,3,1
4/7/2020,4,7,Davison,South Dakota,3,1
4/8/2020,4,8,Davison,South Dakota,3,1
4/9/2020,4,9,Davison,South Dakota,3,1
4/10/2020,4,10,Davison,South Dakota,3,1
4/11/2020,4,11,Davison,South Dakota,3,1
4/12/2020,4,12,Davison,South Dakota,3,1
4/13/2020,4,13,Davison,South Dakota,3,1
4/14/2020,4,14,Davison,South Dakota,3,1
4/15/2020,4,15,Davison,South Dakota,3,1
4/16/2020,4,16,Davison,South Dakota,3,1
4/17/2020,4,17,Davison,South Dakota,3,1
4/18/2020,4,18,Davison,South Dakota,3,1
4/19/2020,4,19,Davison,South Dakota,3,1
4/20/2020,4,20,Davison,South Dakota,3,1
4/21/2020,4,21,Davison,South Dakota,4,1
4/22/2020,4,22,Davison,South Dakota,5,1
4/23/2020,4,23,Davison,South Dakota,5,1
4/24/2020,4,24,Davison,South Dakota,5,1
3/20/2020,3,20,Dawson,Georgia,1,0
3/21/2020,3,21,Dawson,Georgia,1,0
3/22/2020,3,22,Dawson,Georgia,1,0
3/23/2020,3,23,Dawson,Georgia,1,0
3/24/2020,3,24,Dawson,Georgia,1,0
3/25/2020,3,25,Dawson,Georgia,1,0
3/26/2020,3,26,Dawson,Georgia,3,0
3/27/2020,3,27,Dawson,Georgia,2,0
3/28/2020,3,28,Dawson,Georgia,2,0
3/29/2020,3,29,Dawson,Georgia,4,0
3/30/2020,3,30,Dawson,Georgia,7,0
3/31/2020,3,31,Dawson,Georgia,10,0
4/1/2020,4,1,Dawson,Georgia,11,0
4/2/2020,4,2,Dawson,Georgia,11,0
4/3/2020,4,3,Dawson,Georgia,13,0
4/4/2020,4,4,Dawson,Georgia,16,0
4/5/2020,4,5,Dawson,Georgia,16,0
4/6/2020,4,6,Dawson,Georgia,18,1
4/7/2020,4,7,Dawson,Georgia,20,1
4/8/2020,4,8,Dawson,Georgia,23,1
4/9/2020,4,9,Dawson,Georgia,24,1
4/10/2020,4,10,Dawson,Georgia,25,2
4/11/2020,4,11,Dawson,Georgia,25,2
4/12/2020,4,12,Dawson,Georgia,26,2
4/13/2020,4,13,Dawson,Georgia,32,2
4/14/2020,4,14,Dawson,Georgia,36,2
4/15/2020,4,15,Dawson,Georgia,37,2
4/16/2020,4,16,Dawson,Georgia,39,2
4/17/2020,4,17,Dawson,Georgia,42,1
4/18/2020,4,18,Dawson,Georgia,43,1
4/19/2020,4,19,Dawson,Georgia,44,1
4/20/2020,4,20,Dawson,Georgia,45,1
4/21/2020,4,21,Dawson,Georgia,45,1
4/22/2020,4,22,Dawson,Georgia,49,1
4/23/2020,4,23,Dawson,Georgia,50,1
4/24/2020,4,24,Dawson,Georgia,51,1
3/22/2020,3,22,Dawson,Nebraska,1,0
3/23/2020,3,23,Dawson,Nebraska,1,0
3/24/2020,3,24,Dawson,Nebraska,1,0
3/25/2020,3,25,Dawson,Nebraska,1,0
3/26/2020,3,26,Dawson,Nebraska,1,0
3/27/2020,3,27,Dawson,Nebraska,1,0
3/28/2020,3,28,Dawson,Nebraska,1,0
3/29/2020,3,29,Dawson,Nebraska,1,0
3/30/2020,3,30,Dawson,Nebraska,1,0
3/31/2020,3,31,Dawson,Nebraska,1,0
4/1/2020,4,1,Dawson,Nebraska,1,0
4/2/2020,4,2,Dawson,Nebraska,1,0
4/3/2020,4,3,Dawson,Nebraska,1,0
4/4/2020,4,4,Dawson,Nebraska,1,0
4/5/2020,4,5,Dawson,Nebraska,1,0
4/6/2020,4,6,Dawson,Nebraska,1,0
4/7/2020,4,7,Dawson,Nebraska,1,0
4/8/2020,4,8,Dawson,Nebraska,1,0
4/9/2020,4,9,Dawson,Nebraska,2,0
4/10/2020,4,10,Dawson,Nebraska,3,0
4/11/2020,4,11,Dawson,Nebraska,3,0
4/12/2020,4,12,Dawson,Nebraska,13,0
4/13/2020,4,13,Dawson,Nebraska,17,0
4/14/2020,4,14,Dawson,Nebraska,21,0
4/15/2020,4,15,Dawson,Nebraska,21,0
4/16/2020,4,16,Dawson,Nebraska,24,0
4/17/2020,4,17,Dawson,Nebraska,30,0
4/18/2020,4,18,Dawson,Nebraska,43,0
4/19/2020,4,19,Dawson,Nebraska,124,0
4/20/2020,4,20,Dawson,Nebraska,172,0
4/21/2020,4,21,Dawson,Nebraska,176,0
4/22/2020,4,22,Dawson,Nebraska,197,0
4/23/2020,4,23,Dawson,Nebraska,256,0
4/24/2020,4,24,Dawson,Nebraska,307,0
3/29/2020,3,29,Dawson,Texas,1,0
3/30/2020,3,30,Dawson,Texas,1,0
3/31/2020,3,31,Dawson,Texas,3,0
4/1/2020,4,1,Dawson,Texas,3,0
4/2/2020,4,2,Dawson,Texas,3,0
4/3/2020,4,3,Dawson,Texas,3,0
4/4/2020,4,4,Dawson,Texas,3,0
4/5/2020,4,5,Dawson,Texas,3,0
4/6/2020,4,6,Dawson,Texas,3,0
4/7/2020,4,7,Dawson,Texas,5,0
4/8/2020,4,8,Dawson,Texas,5,0
4/9/2020,4,9,Dawson,Texas,5,1
4/10/2020,4,10,Dawson,Texas,5,1
4/11/2020,4,11,Dawson,Texas,6,1
4/12/2020,4,12,Dawson,Texas,6,1
4/13/2020,4,13,Dawson,Texas,8,1
4/14/2020,4,14,Dawson,Texas,8,1
4/15/2020,4,15,Dawson,Texas,8,1
4/16/2020,4,16,Dawson,Texas,8,1
4/17/2020,4,17,Dawson,Texas,12,1
4/18/2020,4,18,Dawson,Texas,12,1
4/19/2020,4,19,Dawson,Texas,12,1
4/20/2020,4,20,Dawson,Texas,13,1
4/21/2020,4,21,Dawson,Texas,14,1
4/22/2020,4,22,Dawson,Texas,14,1
4/23/2020,4,23,Dawson,Texas,18,1
4/24/2020,4,24,Dawson,Texas,18,1
4/18/2020,4,18,Day,South Dakota,1,0
3/20/2020,3,20,De Soto,Louisiana,2,0
3/21/2020,3,21,De Soto,Louisiana,2,0
3/22/2020,3,22,De Soto,Louisiana,2,0
3/23/2020,3,23,De Soto,Louisiana,5,0
3/24/2020,3,24,De Soto,Louisiana,6,0
3/25/2020,3,25,De Soto,Louisiana,8,0
3/26/2020,3,26,De Soto,Louisiana,11,1
3/27/2020,3,27,De Soto,Louisiana,13,1
3/28/2020,3,28,De Soto,Louisiana,21,1
3/29/2020,3,29,De Soto,Louisiana,25,1
3/30/2020,3,30,De Soto,Louisiana,28,1
3/31/2020,3,31,De Soto,Louisiana,30,1
4/1/2020,4,1,De Soto,Louisiana,39,1
4/2/2020,4,2,De Soto,Louisiana,42,1
4/3/2020,4,3,De Soto,Louisiana,46,2
4/4/2020,4,4,De Soto,Louisiana,71,3
4/5/2020,4,5,De Soto,Louisiana,80,3
4/6/2020,4,6,De Soto,Louisiana,82,4
4/7/2020,4,7,De Soto,Louisiana,89,6
4/8/2020,4,8,De Soto,Louisiana,91,7
4/9/2020,4,9,De Soto,Louisiana,101,7
4/10/2020,4,10,De Soto,Louisiana,107,7
4/11/2020,4,11,De Soto,Louisiana,114,7
4/12/2020,4,12,De Soto,Louisiana,124,7
4/13/2020,4,13,De Soto,Louisiana,125,7
4/14/2020,4,14,De Soto,Louisiana,130,7
4/15/2020,4,15,De Soto,Louisiana,134,8
4/16/2020,4,16,De Soto,Louisiana,140,8
4/17/2020,4,17,De Soto,Louisiana,145,8
4/18/2020,4,18,De Soto,Louisiana,152,8
4/19/2020,4,19,De Soto,Louisiana,156,8
4/20/2020,4,20,De Soto,Louisiana,158,9
4/21/2020,4,21,De Soto,Louisiana,168,10
4/22/2020,4,22,De Soto,Louisiana,171,10
4/23/2020,4,23,De Soto,Louisiana,176,10
4/24/2020,4,24,De Soto,Louisiana,180,10
4/3/2020,4,3,De Witt,Illinois,1,0
4/4/2020,4,4,De Witt,Illinois,1,0
4/5/2020,4,5,De Witt,Illinois,2,0
4/6/2020,4,6,De Witt,Illinois,3,0
4/7/2020,4,7,De Witt,Illinois,2,0
4/8/2020,4,8,De Witt,Illinois,2,0
4/9/2020,4,9,De Witt,Illinois,2,0
4/10/2020,4,10,De Witt,Illinois,2,0
4/11/2020,4,11,De Witt,Illinois,2,0
4/12/2020,4,12,De Witt,Illinois,2,0
4/13/2020,4,13,De Witt,Illinois,2,0
4/14/2020,4,14,De Witt,Illinois,2,0
4/15/2020,4,15,De Witt,Illinois,2,0
4/16/2020,4,16,De Witt,Illinois,2,0
4/17/2020,4,17,De Witt,Illinois,2,0
4/18/2020,4,18,De Witt,Illinois,2,0
4/19/2020,4,19,De Witt,Illinois,2,0
4/20/2020,4,20,De Witt,Illinois,2,0
4/21/2020,4,21,De Witt,Illinois,2,0
4/22/2020,4,22,De Witt,Illinois,2,0
4/23/2020,4,23,De Witt,Illinois,2,0
4/24/2020,4,24,De Witt,Illinois,1,0
3/21/2020,3,21,Deaf Smith,Texas,1,0
3/22/2020,3,22,Deaf Smith,Texas,1,0
3/23/2020,3,23,Deaf Smith,Texas,1,0
3/24/2020,3,24,Deaf Smith,Texas,2,0
3/25/2020,3,25,Deaf Smith,Texas,2,0
3/26/2020,3,26,Deaf Smith,Texas,2,0
3/27/2020,3,27,Deaf Smith,Texas,2,0
3/28/2020,3,28,Deaf Smith,Texas,2,0
3/29/2020,3,29,Deaf Smith,Texas,2,0
3/30/2020,3,30,Deaf Smith,Texas,2,0
3/31/2020,3,31,Deaf Smith,Texas,2,0
4/1/2020,4,1,Deaf Smith,Texas,2,0
4/2/2020,4,2,Deaf Smith,Texas,2,0
4/3/2020,4,3,Deaf Smith,Texas,3,0
4/4/2020,4,4,Deaf Smith,Texas,5,0
4/5/2020,4,5,Deaf Smith,Texas,5,0
4/6/2020,4,6,Deaf Smith,Texas,5,0
4/7/2020,4,7,Deaf Smith,Texas,7,0
4/8/2020,4,8,Deaf Smith,Texas,7,0
4/9/2020,4,9,Deaf Smith,Texas,7,0
4/10/2020,4,10,Deaf Smith,Texas,7,0
4/11/2020,4,11,Deaf Smith,Texas,7,0
4/12/2020,4,12,Deaf Smith,Texas,7,0
4/13/2020,4,13,Deaf Smith,Texas,8,0
4/14/2020,4,14,Deaf Smith,Texas,11,0
4/15/2020,4,15,Deaf Smith,Texas,11,0
4/16/2020,4,16,Deaf Smith,Texas,11,0
4/17/2020,4,17,Deaf Smith,Texas,11,0
4/18/2020,4,18,Deaf Smith,Texas,11,0
4/19/2020,4,19,Deaf Smith,Texas,12,0
4/20/2020,4,20,Deaf Smith,Texas,12,0
4/21/2020,4,21,Deaf Smith,Texas,14,0
4/22/2020,4,22,Deaf Smith,Texas,14,0
4/23/2020,4,23,Deaf Smith,Texas,17,0
4/24/2020,4,24,Deaf Smith,Texas,21,0
3/24/2020,3,24,Dearborn,Indiana,2,0
3/25/2020,3,25,Dearborn,Indiana,2,0
3/26/2020,3,26,Dearborn,Indiana,3,0
3/27/2020,3,27,Dearborn,Indiana,4,1
3/28/2020,3,28,Dearborn,Indiana,8,1
3/29/2020,3,29,Dearborn,Indiana,10,1
3/30/2020,3,30,Dearborn,Indiana,10,1
3/31/2020,3,31,Dearborn,Indiana,14,1
4/1/2020,4,1,Dearborn,Indiana,17,1
4/2/2020,4,2,Dearborn,Indiana,22,1
4/3/2020,4,3,Dearborn,Indiana,25,1
4/4/2020,4,4,Dearborn,Indiana,30,1
4/5/2020,4,5,Dearborn,Indiana,33,1
4/6/2020,4,6,Dearborn,Indiana,38,1
4/7/2020,4,7,Dearborn,Indiana,41,1
4/8/2020,4,8,Dearborn,Indiana,47,2
4/9/2020,4,9,Dearborn,Indiana,52,2
4/10/2020,4,10,Dearborn,Indiana,59,3
4/11/2020,4,11,Dearborn,Indiana,59,3
4/12/2020,4,12,Dearborn,Indiana,60,3
4/13/2020,4,13,Dearborn,Indiana,60,3
4/14/2020,4,14,Dearborn,Indiana,60,4
4/15/2020,4,15,Dearborn,Indiana,61,4
4/16/2020,4,16,Dearborn,Indiana,61,4
4/17/2020,4,17,Dearborn,Indiana,63,5
4/18/2020,4,18,Dearborn,Indiana,65,5
4/19/2020,4,19,Dearborn,Indiana,68,5
4/20/2020,4,20,Dearborn,Indiana,68,5
4/21/2020,4,21,Dearborn,Indiana,70,5
4/22/2020,4,22,Dearborn,Indiana,72,5
4/23/2020,4,23,Dearborn,Indiana,75,5
4/24/2020,4,24,Dearborn,Indiana,77,5
3/25/2020,3,25,Decatur,Georgia,1,0
3/26/2020,3,26,Decatur,Georgia,2,0
3/27/2020,3,27,Decatur,Georgia,3,0
3/28/2020,3,28,Decatur,Georgia,4,0
3/29/2020,3,29,Decatur,Georgia,4,0
3/30/2020,3,30,Decatur,Georgia,6,0
3/31/2020,3,31,Decatur,Georgia,8,0
4/1/2020,4,1,Decatur,Georgia,8,0
4/2/2020,4,2,Decatur,Georgia,10,0
4/3/2020,4,3,Decatur,Georgia,16,0
4/4/2020,4,4,Decatur,Georgia,16,0
4/5/2020,4,5,Decatur,Georgia,17,0
4/6/2020,4,6,Decatur,Georgia,13,0
4/7/2020,4,7,Decatur,Georgia,21,0
4/8/2020,4,8,Decatur,Georgia,22,0
4/9/2020,4,9,Decatur,Georgia,25,0
4/10/2020,4,10,Decatur,Georgia,27,0
4/11/2020,4,11,Decatur,Georgia,28,0
4/12/2020,4,12,Decatur,Georgia,29,0
4/13/2020,4,13,Decatur,Georgia,39,0
4/14/2020,4,14,Decatur,Georgia,46,0
4/15/2020,4,15,Decatur,Georgia,51,0
4/16/2020,4,16,Decatur,Georgia,55,0
4/17/2020,4,17,Decatur,Georgia,55,0
4/18/2020,4,18,Decatur,Georgia,55,0
4/19/2020,4,19,Decatur,Georgia,62,1
4/20/2020,4,20,Decatur,Georgia,60,1
4/21/2020,4,21,Decatur,Georgia,53,1
4/22/2020,4,22,Decatur,Georgia,50,1
4/23/2020,4,23,Decatur,Georgia,61,1
4/24/2020,4,24,Decatur,Georgia,59,1
3/24/2020,3,24,Decatur,Indiana,6,0
3/25/2020,3,25,Decatur,Indiana,7,0
3/26/2020,3,26,Decatur,Indiana,13,0
3/27/2020,3,27,Decatur,Indiana,26,0
3/28/2020,3,28,Decatur,Indiana,30,0
3/29/2020,3,29,Decatur,Indiana,40,0
3/30/2020,3,30,Decatur,Indiana,42,0
3/31/2020,3,31,Decatur,Indiana,47,1
4/1/2020,4,1,Decatur,Indiana,48,1
4/2/2020,4,2,Decatur,Indiana,59,3
4/3/2020,4,3,Decatur,Indiana,70,4
4/4/2020,4,4,Decatur,Indiana,79,4
4/5/2020,4,5,Decatur,Indiana,80,4
4/6/2020,4,6,Decatur,Indiana,90,5
4/7/2020,4,7,Decatur,Indiana,90,6
4/8/2020,4,8,Decatur,Indiana,99,6
4/9/2020,4,9,Decatur,Indiana,107,6
4/10/2020,4,10,Decatur,Indiana,118,8
4/11/2020,4,11,Decatur,Indiana,123,10
4/12/2020,4,12,Decatur,Indiana,127,10
4/13/2020,4,13,Decatur,Indiana,129,10
4/14/2020,4,14,Decatur,Indiana,153,10
4/15/2020,4,15,Decatur,Indiana,155,13
4/16/2020,4,16,Decatur,Indiana,160,14
4/17/2020,4,17,Decatur,Indiana,165,17
4/18/2020,4,18,Decatur,Indiana,166,17
4/19/2020,4,19,Decatur,Indiana,168,18
4/20/2020,4,20,Decatur,Indiana,168,18
4/21/2020,4,21,Decatur,Indiana,171,20
4/22/2020,4,22,Decatur,Indiana,178,21
4/23/2020,4,23,Decatur,Indiana,182,22
4/24/2020,4,24,Decatur,Indiana,191,24
3/28/2020,3,28,Decatur,Tennessee,1,0
3/29/2020,3,29,Decatur,Tennessee,1,0
4/8/2020,4,8,Decatur,Tennessee,1,0
4/9/2020,4,9,Decatur,Tennessee,1,0
4/10/2020,4,10,Decatur,Tennessee,1,0
4/11/2020,4,11,Decatur,Tennessee,1,0
4/12/2020,4,12,Decatur,Tennessee,1,0
4/13/2020,4,13,Decatur,Tennessee,3,0
4/14/2020,4,14,Decatur,Tennessee,3,0
4/15/2020,4,15,Decatur,Tennessee,3,0
4/16/2020,4,16,Decatur,Tennessee,3,0
4/17/2020,4,17,Decatur,Tennessee,5,0
4/18/2020,4,18,Decatur,Tennessee,5,0
4/19/2020,4,19,Decatur,Tennessee,5,0
4/20/2020,4,20,Decatur,Tennessee,5,0
4/21/2020,4,21,Decatur,Tennessee,5,0
4/22/2020,4,22,Decatur,Tennessee,5,0
4/23/2020,4,23,Decatur,Tennessee,4,0
4/24/2020,4,24,Decatur,Tennessee,4,0
3/29/2020,3,29,Deer Lodge,Montana,1,0
3/30/2020,3,30,Deer Lodge,Montana,3,0
3/31/2020,3,31,Deer Lodge,Montana,3,0
4/1/2020,4,1,Deer Lodge,Montana,3,0
4/2/2020,4,2,Deer Lodge,Montana,3,0
4/3/2020,4,3,Deer Lodge,Montana,3,0
4/4/2020,4,4,Deer Lodge,Montana,3,0
4/5/2020,4,5,Deer Lodge,Montana,3,0
4/6/2020,4,6,Deer Lodge,Montana,3,0
4/7/2020,4,7,Deer Lodge,Montana,3,0
4/8/2020,4,8,Deer Lodge,Montana,3,0
4/9/2020,4,9,Deer Lodge,Montana,4,0
4/10/2020,4,10,Deer Lodge,Montana,3,0
4/11/2020,4,11,Deer Lodge,Montana,3,0
4/12/2020,4,12,Deer Lodge,Montana,3,0
4/13/2020,4,13,Deer Lodge,Montana,3,0
4/14/2020,4,14,Deer Lodge,Montana,3,0
4/15/2020,4,15,Deer Lodge,Montana,3,0
4/16/2020,4,16,Deer Lodge,Montana,3,0
4/17/2020,4,17,Deer Lodge,Montana,3,0
4/18/2020,4,18,Deer Lodge,Montana,3,0
4/19/2020,4,19,Deer Lodge,Montana,3,0
4/20/2020,4,20,Deer Lodge,Montana,3,0
4/21/2020,4,21,Deer Lodge,Montana,3,0
4/22/2020,4,22,Deer Lodge,Montana,3,0
4/23/2020,4,23,Deer Lodge,Montana,3,0
4/24/2020,4,24,Deer Lodge,Montana,3,0
3/21/2020,3,21,Defiance,Ohio,2,0
3/22/2020,3,22,Defiance,Ohio,2,0
3/23/2020,3,23,Defiance,Ohio,2,0
3/24/2020,3,24,Defiance,Ohio,2,0
3/25/2020,3,25,Defiance,Ohio,2,0
3/26/2020,3,26,Defiance,Ohio,2,0
3/27/2020,3,27,Defiance,Ohio,5,0
3/28/2020,3,28,Defiance,Ohio,5,0
3/29/2020,3,29,Defiance,Ohio,5,0
3/30/2020,3,30,Defiance,Ohio,5,0
3/31/2020,3,31,Defiance,Ohio,5,0
4/1/2020,4,1,Defiance,Ohio,6,0
4/2/2020,4,2,Defiance,Ohio,6,0
4/3/2020,4,3,Defiance,Ohio,6,0
4/4/2020,4,4,Defiance,Ohio,7,0
4/5/2020,4,5,Defiance,Ohio,7,0
4/6/2020,4,6,Defiance,Ohio,8,0
4/7/2020,4,7,Defiance,Ohio,9,0
4/8/2020,4,8,Defiance,Ohio,10,0
4/9/2020,4,9,Defiance,Ohio,10,0
4/10/2020,4,10,Defiance,Ohio,11,0
4/11/2020,4,11,Defiance,Ohio,11,0
4/12/2020,4,12,Defiance,Ohio,11,0
4/13/2020,4,13,Defiance,Ohio,12,0
4/14/2020,4,14,Defiance,Ohio,12,0
4/15/2020,4,15,Defiance,Ohio,12,0
4/16/2020,4,16,Defiance,Ohio,12,0
4/17/2020,4,17,Defiance,Ohio,13,0
4/18/2020,4,18,Defiance,Ohio,13,0
