Date,Month,Day,County,State,Confirmed Cases,Deaths
3/19/2020,3,19,Abbeville,South Carolina,1,0
3/20/2020,3,20,Abbeville,South Carolina,1,0
3/21/2020,3,21,Abbeville,South Carolina,1,0
3/22/2020,3,22,Abbeville,South Carolina,1,0
3/23/2020,3,23,Abbeville,South Carolina,1,0
3/24/2020,3,24,Abbeville,South Carolina,1,0
3/25/2020,3,25,Abbeville,South Carolina,3,0
3/26/2020,3,26,Abbeville,South Carolina,4,0
3/27/2020,3,27,Abbeville,South Carolina,4,0
3/28/2020,3,28,Abbeville,South Carolina,4,0
3/29/2020,3,29,Abbeville,South Carolina,4,0
3/30/2020,3,30,Abbeville,South Carolina,3,0
3/31/2020,3,31,Abbeville,South Carolina,4,0
4/1/2020,4,1,Abbeville,South Carolina,4,0
4/2/2020,4,2,Abbeville,South Carolina,6,0
4/3/2020,4,3,Abbeville,South Carolina,6,0
4/4/2020,4,4,Abbeville,South Carolina,6,0
4/5/2020,4,5,Abbeville,South Carolina,6,0
4/6/2020,4,6,Abbeville,South Carolina,6,0
4/7/2020,4,7,Abbeville,South Carolina,5,0
4/8/2020,4,8,Abbeville,South Carolina,6,0
4/9/2020,4,9,Abbeville,South Carolina,7,0
4/10/2020,4,10,Abbeville,South Carolina,7,0
4/11/2020,4,11,Abbeville,South Carolina,9,0
4/12/2020,4,12,Abbeville,South Carolina,9,0
4/13/2020,4,13,Abbeville,South Carolina,9,0
4/14/2020,4,14,Abbeville,South Carolina,9,0
4/15/2020,4,15,Abbeville,South Carolina,10,0
4/16/2020,4,16,Abbeville,South Carolina,10,0
4/17/2020,4,17,Abbeville,South Carolina,10,0
4/18/2020,4,18,Abbeville,South Carolina,15,0
4/19/2020,4,19,Abbeville,South Carolina,17,0
4/20/2020,4,20,Abbeville,South Carolina,17,0
4/21/2020,4,21,Abbeville,South Carolina,18,0
4/22/2020,4,22,Abbeville,South Carolina,22,0
4/23/2020,4,23,Abbeville,South Carolina,23,0
4/24/2020,4,24,Abbeville,South Carolina,24,0
3/22/2020,3,22,Acadia,Louisiana,1,0
3/23/2020,3,23,Acadia,Louisiana,1,0
3/24/2020,3,24,Acadia,Louisiana,2,0
3/25/2020,3,25,Acadia,Louisiana,2,0
3/26/2020,3,26,Acadia,Louisiana,3,0
3/27/2020,3,27,Acadia,Louisiana,8,1
3/28/2020,3,28,Acadia,Louisiana,9,1
3/29/2020,3,29,Acadia,Louisiana,9,1
3/30/2020,3,30,Acadia,Louisiana,11,1
3/31/2020,3,31,Acadia,Louisiana,39,1
4/1/2020,4,1,Acadia,Louisiana,47,1
4/2/2020,4,2,Acadia,Louisiana,61,1
4/3/2020,4,3,Acadia,Louisiana,72,1
4/4/2020,4,4,Acadia,Louisiana,65,2
4/5/2020,4,5,Acadia,Louisiana,75,2
4/6/2020,4,6,Acadia,Louisiana,79,2
4/7/2020,4,7,Acadia,Louisiana,82,2
4/8/2020,4,8,Acadia,Louisiana,86,2
4/9/2020,4,9,Acadia,Louisiana,89,3
4/10/2020,4,10,Acadia,Louisiana,94,4
4/11/2020,4,11,Acadia,Louisiana,98,4
4/12/2020,4,12,Acadia,Louisiana,99,5
4/13/2020,4,13,Acadia,Louisiana,101,5
4/14/2020,4,14,Acadia,Louisiana,104,5
4/15/2020,4,15,Acadia,Louisiana,105,5
4/16/2020,4,16,Acadia,Louisiana,108,6
4/17/2020,4,17,Acadia,Louisiana,110,6
4/18/2020,4,18,Acadia,Louisiana,110,7
4/19/2020,4,19,Acadia,Louisiana,110,7
4/20/2020,4,20,Acadia,Louisiana,114,7
4/21/2020,4,21,Acadia,Louisiana,114,7
4/22/2020,4,22,Acadia,Louisiana,117,7
4/23/2020,4,23,Acadia,Louisiana,117,7
4/24/2020,4,24,Acadia,Louisiana,129,7
3/20/2020,3,20,Accomack,Virginia,1,0
3/21/2020,3,21,Accomack,Virginia,1,0
3/22/2020,3,22,Accomack,Virginia,1,0
3/23/2020,3,23,Accomack,Virginia,1,0
3/24/2020,3,24,Accomack,Virginia,1,0
3/25/2020,3,25,Accomack,Virginia,1,0
3/26/2020,3,26,Accomack,Virginia,2,0
3/27/2020,3,27,Accomack,Virginia,2,0
3/28/2020,3,28,Accomack,Virginia,2,0
3/29/2020,3,29,Accomack,Virginia,3,0
3/30/2020,3,30,Accomack,Virginia,6,0
3/31/2020,3,31,Accomack,Virginia,7,0
4/1/2020,4,1,Accomack,Virginia,7,0
4/2/2020,4,2,Accomack,Virginia,10,0
4/3/2020,4,3,Accomack,Virginia,8,0
4/4/2020,4,4,Accomack,Virginia,8,0
4/5/2020,4,5,Accomack,Virginia,11,0
4/6/2020,4,6,Accomack,Virginia,11,0
4/7/2020,4,7,Accomack,Virginia,11,0
4/8/2020,4,8,Accomack,Virginia,11,0
4/9/2020,4,9,Accomack,Virginia,11,0
4/10/2020,4,10,Accomack,Virginia,12,0
4/11/2020,4,11,Accomack,Virginia,15,0
4/12/2020,4,12,Accomack,Virginia,15,0
4/13/2020,4,13,Accomack,Virginia,15,0
4/14/2020,4,14,Accomack,Virginia,15,0
4/15/2020,4,15,Accomack,Virginia,15,0
4/16/2020,4,16,Accomack,Virginia,19,0
4/17/2020,4,17,Accomack,Virginia,28,0
4/18/2020,4,18,Accomack,Virginia,33,0
4/19/2020,4,19,Accomack,Virginia,42,0
4/20/2020,4,20,Accomack,Virginia,52,0
4/21/2020,4,21,Accomack,Virginia,52,1
4/22/2020,4,22,Accomack,Virginia,59,1
4/23/2020,4,23,Accomack,Virginia,76,2
4/24/2020,4,24,Accomack,Virginia,100,3
3/13/2020,3,13,Ada,Idaho,1,0
3/14/2020,3,14,Ada,Idaho,2,0
3/15/2020,3,15,Ada,Idaho,2,0
3/16/2020,3,16,Ada,Idaho,2,0
3/17/2020,3,17,Ada,Idaho,3,0
3/18/2020,3,18,Ada,Idaho,3,0
3/19/2020,3,19,Ada,Idaho,3,0
3/20/2020,3,20,Ada,Idaho,4,0
3/21/2020,3,21,Ada,Idaho,11,0
3/22/2020,3,22,Ada,Idaho,13,0
3/23/2020,3,23,Ada,Idaho,15,0
3/24/2020,3,24,Ada,Idaho,22,0
3/25/2020,3,25,Ada,Idaho,37,0
3/26/2020,3,26,Ada,Idaho,54,0
3/27/2020,3,27,Ada,Idaho,76,0
3/28/2020,3,28,Ada,Idaho,88,1
3/29/2020,3,29,Ada,Idaho,113,2
3/30/2020,3,30,Ada,Idaho,151,3
3/31/2020,3,31,Ada,Idaho,195,3
4/1/2020,4,1,Ada,Idaho,226,3
4/2/2020,4,2,Ada,Idaho,307,3
4/3/2020,4,3,Ada,Idaho,351,3
4/4/2020,4,4,Ada,Idaho,385,3
4/5/2020,4,5,Ada,Idaho,402,3
4/6/2020,4,6,Ada,Idaho,419,3
4/7/2020,4,7,Ada,Idaho,438,3
4/8/2020,4,8,Ada,Idaho,447,5
4/9/2020,4,9,Ada,Idaho,494,6
4/10/2020,4,10,Ada,Idaho,513,6
4/11/2020,4,11,Ada,Idaho,517,6
4/12/2020,4,12,Ada,Idaho,517,6
4/13/2020,4,13,Ada,Idaho,529,9
4/14/2020,4,14,Ada,Idaho,530,9
4/15/2020,4,15,Ada,Idaho,540,9
4/16/2020,4,16,Ada,Idaho,548,9
4/17/2020,4,17,Ada,Idaho,567,9
4/18/2020,4,18,Ada,Idaho,570,10
4/19/2020,4,19,Ada,Idaho,570,10
4/20/2020,4,20,Ada,Idaho,587,12
4/21/2020,4,21,Ada,Idaho,589,12
4/22/2020,4,22,Ada,Idaho,597,14
4/23/2020,4,23,Ada,Idaho,601,14
4/24/2020,4,24,Ada,Idaho,610,14
3/17/2020,3,17,Adair,Iowa,1,0
3/18/2020,3,18,Adair,Iowa,1,0
3/19/2020,3,19,Adair,Iowa,1,0
3/20/2020,3,20,Adair,Iowa,1,0
3/21/2020,3,21,Adair,Iowa,1,0
3/22/2020,3,22,Adair,Iowa,1,0
3/23/2020,3,23,Adair,Iowa,1,0
3/24/2020,3,24,Adair,Iowa,1,0
3/25/2020,3,25,Adair,Iowa,1,0
3/26/2020,3,26,Adair,Iowa,1,0
3/27/2020,3,27,Adair,Iowa,1,0
3/28/2020,3,28,Adair,Iowa,1,0
3/29/2020,3,29,Adair,Iowa,1,0
3/30/2020,3,30,Adair,Iowa,1,0
3/31/2020,3,31,Adair,Iowa,1,0
4/1/2020,4,1,Adair,Iowa,1,0
4/2/2020,4,2,Adair,Iowa,1,0
4/3/2020,4,3,Adair,Iowa,1,0
4/4/2020,4,4,Adair,Iowa,1,0
4/5/2020,4,5,Adair,Iowa,1,0
4/6/2020,4,6,Adair,Iowa,1,0
4/7/2020,4,7,Adair,Iowa,1,0
4/8/2020,4,8,Adair,Iowa,1,0
4/9/2020,4,9,Adair,Iowa,1,0
4/10/2020,4,10,Adair,Iowa,1,0
4/11/2020,4,11,Adair,Iowa,1,0
4/12/2020,4,12,Adair,Iowa,1,0
4/13/2020,4,13,Adair,Iowa,1,0
4/14/2020,4,14,Adair,Iowa,1,0
4/15/2020,4,15,Adair,Iowa,1,0
4/16/2020,4,16,Adair,Iowa,1,0
4/17/2020,4,17,Adair,Iowa,1,0
4/18/2020,4,18,Adair,Iowa,1,0
4/19/2020,4,19,Adair,Iowa,1,0
4/20/2020,4,20,Adair,Iowa,1,0
4/21/2020,4,21,Adair,Iowa,1,0
4/22/2020,4,22,Adair,Iowa,1,0
4/23/2020,4,23,Adair,Iowa,1,0
4/24/2020,4,24,Adair,Iowa,1,0
4/5/2020,4,5,Adair,Kentucky,3,0
4/6/2020,4,6,Adair,Kentucky,3,0
4/7/2020,4,7,Adair,Kentucky,4,1
4/8/2020,4,8,Adair,Kentucky,4,1
4/9/2020,4,9,Adair,Kentucky,9,1
4/10/2020,4,10,Adair,Kentucky,10,1
4/11/2020,4,11,Adair,Kentucky,11,1
4/12/2020,4,12,Adair,Kentucky,43,1
4/13/2020,4,13,Adair,Kentucky,43,1
4/14/2020,4,14,Adair,Kentucky,44,2
4/15/2020,4,15,Adair,Kentucky,45,2
4/16/2020,4,16,Adair,Kentucky,46,3
4/17/2020,4,17,Adair,Kentucky,46,3
4/18/2020,4,18,Adair,Kentucky,47,3
4/19/2020,4,19,Adair,Kentucky,53,3
4/20/2020,4,20,Adair,Kentucky,54,4
4/21/2020,4,21,Adair,Kentucky,53,4
4/22/2020,4,22,Adair,Kentucky,60,4
4/23/2020,4,23,Adair,Kentucky,64,5
4/24/2020,4,24,Adair,Kentucky,80,6
3/23/2020,3,23,Adair,Missouri,2,0
3/24/2020,3,24,Adair,Missouri,2,0
3/25/2020,3,25,Adair,Missouri,2,0
3/26/2020,3,26,Adair,Missouri,2,0
3/27/2020,3,27,Adair,Missouri,2,0
3/28/2020,3,28,Adair,Missouri,2,0
3/29/2020,3,29,Adair,Missouri,2,0
3/30/2020,3,30,Adair,Missouri,2,0
3/31/2020,3,31,Adair,Missouri,2,0
4/1/2020,4,1,Adair,Missouri,3,0
4/2/2020,4,2,Adair,Missouri,6,0
4/3/2020,4,3,Adair,Missouri,8,0
4/4/2020,4,4,Adair,Missouri,10,0
4/5/2020,4,5,Adair,Missouri,10,0
4/6/2020,4,6,Adair,Missouri,10,0
4/7/2020,4,7,Adair,Missouri,11,0
4/8/2020,4,8,Adair,Missouri,11,0
4/9/2020,4,9,Adair,Missouri,11,0
4/10/2020,4,10,Adair,Missouri,11,0
4/11/2020,4,11,Adair,Missouri,11,0
4/12/2020,4,12,Adair,Missouri,11,0
4/13/2020,4,13,Adair,Missouri,11,0
4/14/2020,4,14,Adair,Missouri,11,0
4/15/2020,4,15,Adair,Missouri,12,0
4/16/2020,4,16,Adair,Missouri,12,0
4/17/2020,4,17,Adair,Missouri,12,0
4/18/2020,4,18,Adair,Missouri,12,0
4/19/2020,4,19,Adair,Missouri,12,0
4/20/2020,4,20,Adair,Missouri,12,0
4/21/2020,4,21,Adair,Missouri,12,0
4/22/2020,4,22,Adair,Missouri,12,0
4/23/2020,4,23,Adair,Missouri,12,0
4/24/2020,4,24,Adair,Missouri,12,0
3/25/2020,3,25,Adair,Oklahoma,2,0
3/26/2020,3,26,Adair,Oklahoma,2,0
3/27/2020,3,27,Adair,Oklahoma,3,0
3/28/2020,3,28,Adair,Oklahoma,3,0
3/29/2020,3,29,Adair,Oklahoma,4,0
3/30/2020,3,30,Adair,Oklahoma,4,0
3/31/2020,3,31,Adair,Oklahoma,4,0
4/1/2020,4,1,Adair,Oklahoma,8,0
4/2/2020,4,2,Adair,Oklahoma,9,0
4/3/2020,4,3,Adair,Oklahoma,14,0
4/4/2020,4,4,Adair,Oklahoma,14,0
4/5/2020,4,5,Adair,Oklahoma,18,0
4/6/2020,4,6,Adair,Oklahoma,20,0
4/7/2020,4,7,Adair,Oklahoma,25,1
4/8/2020,4,8,Adair,Oklahoma,25,2
4/9/2020,4,9,Adair,Oklahoma,25,2
4/10/2020,4,10,Adair,Oklahoma,26,2
4/11/2020,4,11,Adair,Oklahoma,27,2
4/12/2020,4,12,Adair,Oklahoma,27,2
4/13/2020,4,13,Adair,Oklahoma,27,2
4/14/2020,4,14,Adair,Oklahoma,28,2
4/15/2020,4,15,Adair,Oklahoma,29,3
4/16/2020,4,16,Adair,Oklahoma,29,3
4/17/2020,4,17,Adair,Oklahoma,38,3
4/18/2020,4,18,Adair,Oklahoma,41,3
4/19/2020,4,19,Adair,Oklahoma,43,3
4/20/2020,4,20,Adair,Oklahoma,46,3
4/21/2020,4,21,Adair,Oklahoma,47,3
4/22/2020,4,22,Adair,Oklahoma,49,3
4/23/2020,4,23,Adair,Oklahoma,50,3
4/24/2020,4,24,Adair,Oklahoma,53,3
3/12/2020,3,12,Adams,Colorado,2,0
3/13/2020,3,13,Adams,Colorado,3,0
3/14/2020,3,14,Adams,Colorado,6,0
3/15/2020,3,15,Adams,Colorado,6,0
3/16/2020,3,16,Adams,Colorado,8,0
3/17/2020,3,17,Adams,Colorado,10,0
3/18/2020,3,18,Adams,Colorado,10,0
3/19/2020,3,19,Adams,Colorado,10,0
3/20/2020,3,20,Adams,Colorado,12,0
3/21/2020,3,21,Adams,Colorado,14,0
3/22/2020,3,22,Adams,Colorado,18,0
3/23/2020,3,23,Adams,Colorado,25,0
3/24/2020,3,24,Adams,Colorado,27,0
3/25/2020,3,25,Adams,Colorado,38,0
3/26/2020,3,26,Adams,Colorado,50,0
3/27/2020,3,27,Adams,Colorado,71,0
3/28/2020,3,28,Adams,Colorado,95,0
3/29/2020,3,29,Adams,Colorado,110,0
3/30/2020,3,30,Adams,Colorado,153,0
3/31/2020,3,31,Adams,Colorado,185,2
4/1/2020,4,1,Adams,Colorado,214,6
4/2/2020,4,2,Adams,Colorado,260,7
4/3/2020,4,3,Adams,Colorado,294,9
4/4/2020,4,4,Adams,Colorado,320,9
4/5/2020,4,5,Adams,Colorado,354,10
4/6/2020,4,6,Adams,Colorado,367,12
4/7/2020,4,7,Adams,Colorado,388,14
4/8/2020,4,8,Adams,Colorado,417,14
4/9/2020,4,9,Adams,Colorado,475,16
4/10/2020,4,10,Adams,Colorado,543,23
4/11/2020,4,11,Adams,Colorado,593,25
4/12/2020,4,12,Adams,Colorado,647,26
4/13/2020,4,13,Adams,Colorado,693,26
4/14/2020,4,14,Adams,Colorado,726,27
4/15/2020,4,15,Adams,Colorado,758,28
4/16/2020,4,16,Adams,Colorado,805,29
4/17/2020,4,17,Adams,Colorado,860,31
4/18/2020,4,18,Adams,Colorado,894,33
4/19/2020,4,19,Adams,Colorado,915,35
4/20/2020,4,20,Adams,Colorado,968,37
4/21/2020,4,21,Adams,Colorado,996,46
4/22/2020,4,22,Adams,Colorado,1033,46
4/23/2020,4,23,Adams,Colorado,1082,46
4/24/2020,4,24,Adams,Colorado,1252,57
3/31/2020,3,31,Adams,Idaho,1,0
4/1/2020,4,1,Adams,Idaho,1,0
4/2/2020,4,2,Adams,Idaho,1,0
4/3/2020,4,3,Adams,Idaho,1,0
4/4/2020,4,4,Adams,Idaho,1,0
4/5/2020,4,5,Adams,Idaho,1,0
4/6/2020,4,6,Adams,Idaho,1,0
4/7/2020,4,7,Adams,Idaho,1,0
4/8/2020,4,8,Adams,Idaho,1,0
4/9/2020,4,9,Adams,Idaho,1,0
4/10/2020,4,10,Adams,Idaho,1,0
4/11/2020,4,11,Adams,Idaho,1,0
4/12/2020,4,12,Adams,Idaho,1,0
4/13/2020,4,13,Adams,Idaho,1,0
4/14/2020,4,14,Adams,Idaho,1,0
4/15/2020,4,15,Adams,Idaho,1,0
4/16/2020,4,16,Adams,Idaho,1,0
4/17/2020,4,17,Adams,Idaho,1,0
4/18/2020,4,18,Adams,Idaho,1,0
4/19/2020,4,19,Adams,Idaho,1,0
4/20/2020,4,20,Adams,Idaho,3,0
4/21/2020,4,21,Adams,Idaho,3,0
4/22/2020,4,22,Adams,Idaho,3,0
4/23/2020,4,23,Adams,Idaho,3,0
4/24/2020,4,24,Adams,Idaho,3,0
3/20/2020,3,20,Adams,Illinois,1,0
3/21/2020,3,21,Adams,Illinois,1,0
3/22/2020,3,22,Adams,Illinois,1,0
3/23/2020,3,23,Adams,Illinois,1,0
3/24/2020,3,24,Adams,Illinois,1,0
3/25/2020,3,25,Adams,Illinois,1,0
3/26/2020,3,26,Adams,Illinois,1,0
3/27/2020,3,27,Adams,Illinois,1,0
3/28/2020,3,28,Adams,Illinois,1,0
3/29/2020,3,29,Adams,Illinois,2,0
3/30/2020,3,30,Adams,Illinois,2,0
3/31/2020,3,31,Adams,Illinois,2,0
4/1/2020,4,1,Adams,Illinois,2,0
4/2/2020,4,2,Adams,Illinois,2,0
4/3/2020,4,3,Adams,Illinois,2,0
4/4/2020,4,4,Adams,Illinois,3,0
4/5/2020,4,5,Adams,Illinois,3,0
4/6/2020,4,6,Adams,Illinois,8,0
4/7/2020,4,7,Adams,Illinois,9,0
4/8/2020,4,8,Adams,Illinois,9,0
4/9/2020,4,9,Adams,Illinois,22,0
4/10/2020,4,10,Adams,Illinois,24,0
4/11/2020,4,11,Adams,Illinois,25,0
4/12/2020,4,12,Adams,Illinois,25,0
4/13/2020,4,13,Adams,Illinois,26,0
4/14/2020,4,14,Adams,Illinois,27,0
4/15/2020,4,15,Adams,Illinois,27,0
4/16/2020,4,16,Adams,Illinois,29,0
4/17/2020,4,17,Adams,Illinois,30,0
4/18/2020,4,18,Adams,Illinois,31,0
4/19/2020,4,19,Adams,Illinois,34,0
4/20/2020,4,20,Adams,Illinois,29,0
4/21/2020,4,21,Adams,Illinois,29,0
4/22/2020,4,22,Adams,Illinois,29,0
4/23/2020,4,23,Adams,Illinois,29,0
4/24/2020,4,24,Adams,Illinois,32,0
3/10/2020,3,10,Adams,Indiana,1,0
3/11/2020,3,11,Adams,Indiana,1,0
3/12/2020,3,12,Adams,Indiana,1,0
3/13/2020,3,13,Adams,Indiana,1,0
3/14/2020,3,14,Adams,Indiana,1,0
3/15/2020,3,15,Adams,Indiana,1,0
3/16/2020,3,16,Adams,Indiana,1,0
3/17/2020,3,17,Adams,Indiana,1,0
3/18/2020,3,18,Adams,Indiana,1,0
3/19/2020,3,19,Adams,Indiana,1,0
3/20/2020,3,20,Adams,Indiana,1,0
3/21/2020,3,21,Adams,Indiana,1,0
3/22/2020,3,22,Adams,Indiana,1,0
3/23/2020,3,23,Adams,Indiana,1,0
3/24/2020,3,24,Adams,Indiana,1,0
3/25/2020,3,25,Adams,Indiana,1,0
3/26/2020,3,26,Adams,Indiana,1,0
3/27/2020,3,27,Adams,Indiana,1,0
3/28/2020,3,28,Adams,Indiana,1,0
3/29/2020,3,29,Adams,Indiana,1,0
3/30/2020,3,30,Adams,Indiana,1,0
3/31/2020,3,31,Adams,Indiana,1,0
4/1/2020,4,1,Adams,Indiana,1,0
4/2/2020,4,2,Adams,Indiana,1,0
4/3/2020,4,3,Adams,Indiana,1,0
4/4/2020,4,4,Adams,Indiana,2,0
4/5/2020,4,5,Adams,Indiana,2,0
4/6/2020,4,6,Adams,Indiana,2,0
4/7/2020,4,7,Adams,Indiana,2,0
4/8/2020,4,8,Adams,Indiana,2,0
4/9/2020,4,9,Adams,Indiana,2,0
4/10/2020,4,10,Adams,Indiana,4,0
4/11/2020,4,11,Adams,Indiana,4,0
4/12/2020,4,12,Adams,Indiana,5,1
4/13/2020,4,13,Adams,Indiana,5,1
4/14/2020,4,14,Adams,Indiana,6,1
4/15/2020,4,15,Adams,Indiana,6,1
4/16/2020,4,16,Adams,Indiana,6,1
4/17/2020,4,17,Adams,Indiana,6,1
4/18/2020,4,18,Adams,Indiana,7,1
4/19/2020,4,19,Adams,Indiana,7,1
4/20/2020,4,20,Adams,Indiana,7,1
4/21/2020,4,21,Adams,Indiana,7,1
4/22/2020,4,22,Adams,Indiana,7,1
4/23/2020,4,23,Adams,Indiana,7,1
4/24/2020,4,24,Adams,Indiana,7,1
3/20/2020,3,20,Adams,Mississippi,1,0
3/21/2020,3,21,Adams,Mississippi,1,0
3/22/2020,3,22,Adams,Mississippi,1,0
3/23/2020,3,23,Adams,Mississippi,2,0
3/24/2020,3,24,Adams,Mississippi,2,0
3/25/2020,3,25,Adams,Mississippi,2,0
3/26/2020,3,26,Adams,Mississippi,3,0
3/27/2020,3,27,Adams,Mississippi,2,0
3/28/2020,3,28,Adams,Mississippi,6,0
3/29/2020,3,29,Adams,Mississippi,7,0
3/30/2020,3,30,Adams,Mississippi,8,0
3/31/2020,3,31,Adams,Mississippi,10,0
4/1/2020,4,1,Adams,Mississippi,11,0
4/2/2020,4,2,Adams,Mississippi,14,0
4/3/2020,4,3,Adams,Mississippi,14,0
4/4/2020,4,4,Adams,Mississippi,16,0
4/5/2020,4,5,Adams,Mississippi,19,0
4/6/2020,4,6,Adams,Mississippi,19,0
4/7/2020,4,7,Adams,Mississippi,24,0
4/8/2020,4,8,Adams,Mississippi,25,0
4/9/2020,4,9,Adams,Mississippi,27,1
4/10/2020,4,10,Adams,Mississippi,42,1
4/11/2020,4,11,Adams,Mississippi,49,1
4/12/2020,4,12,Adams,Mississippi,51,1
4/13/2020,4,13,Adams,Mississippi,57,1
4/14/2020,4,14,Adams,Mississippi,62,1
4/15/2020,4,15,Adams,Mississippi,64,3
4/16/2020,4,16,Adams,Mississippi,70,4
4/17/2020,4,17,Adams,Mississippi,73,5
4/18/2020,4,18,Adams,Mississippi,73,6
4/19/2020,4,19,Adams,Mississippi,81,6
4/20/2020,4,20,Adams,Mississippi,83,6
4/21/2020,4,21,Adams,Mississippi,90,6
4/22/2020,4,22,Adams,Mississippi,96,7
4/23/2020,4,23,Adams,Mississippi,101,7
4/24/2020,4,24,Adams,Mississippi,104,7
3/18/2020,3,18,Adams,Nebraska,1,0
3/19/2020,3,19,Adams,Nebraska,1,0
3/20/2020,3,20,Adams,Nebraska,1,0
3/21/2020,3,21,Adams,Nebraska,1,0
3/22/2020,3,22,Adams,Nebraska,1,0
3/23/2020,3,23,Adams,Nebraska,1,0
3/24/2020,3,24,Adams,Nebraska,1,0
3/25/2020,3,25,Adams,Nebraska,1,0
3/26/2020,3,26,Adams,Nebraska,1,0
3/27/2020,3,27,Adams,Nebraska,2,0
3/28/2020,3,28,Adams,Nebraska,2,0
3/29/2020,3,29,Adams,Nebraska,2,0
3/30/2020,3,30,Adams,Nebraska,3,0
3/31/2020,3,31,Adams,Nebraska,3,0
4/1/2020,4,1,Adams,Nebraska,4,0
4/2/2020,4,2,Adams,Nebraska,6,0
4/3/2020,4,3,Adams,Nebraska,6,0
4/4/2020,4,4,Adams,Nebraska,8,0
4/5/2020,4,5,Adams,Nebraska,11,0
4/6/2020,4,6,Adams,Nebraska,15,0
4/7/2020,4,7,Adams,Nebraska,19,0
4/8/2020,4,8,Adams,Nebraska,27,0
4/9/2020,4,9,Adams,Nebraska,28,0
4/10/2020,4,10,Adams,Nebraska,39,0
4/11/2020,4,11,Adams,Nebraska,45,0
4/12/2020,4,12,Adams,Nebraska,54,0
4/13/2020,4,13,Adams,Nebraska,58,0
4/14/2020,4,14,Adams,Nebraska,62,0
4/15/2020,4,15,Adams,Nebraska,65,0
4/16/2020,4,16,Adams,Nebraska,73,0
4/17/2020,4,17,Adams,Nebraska,85,0
4/18/2020,4,18,Adams,Nebraska,94,1
4/19/2020,4,19,Adams,Nebraska,98,1
4/20/2020,4,20,Adams,Nebraska,100,1
4/21/2020,4,21,Adams,Nebraska,101,1
4/22/2020,4,22,Adams,Nebraska,103,1
4/23/2020,4,23,Adams,Nebraska,111,1
4/24/2020,4,24,Adams,Nebraska,120,1
4/4/2020,4,4,Adams,Ohio,1,0
4/5/2020,4,5,Adams,Ohio,2,0
4/6/2020,4,6,Adams,Ohio,2,0
4/7/2020,4,7,Adams,Ohio,2,0
4/8/2020,4,8,Adams,Ohio,2,0
4/9/2020,4,9,Adams,Ohio,3,0
4/10/2020,4,10,Adams,Ohio,3,0
4/11/2020,4,11,Adams,Ohio,3,0
4/12/2020,4,12,Adams,Ohio,3,0
4/13/2020,4,13,Adams,Ohio,3,0
4/14/2020,4,14,Adams,Ohio,3,0
4/15/2020,4,15,Adams,Ohio,3,0
4/16/2020,4,16,Adams,Ohio,3,0
4/17/2020,4,17,Adams,Ohio,3,0
4/18/2020,4,18,Adams,Ohio,3,0
4/19/2020,4,19,Adams,Ohio,3,0
4/20/2020,4,20,Adams,Ohio,3,0
4/21/2020,4,21,Adams,Ohio,3,0
4/22/2020,4,22,Adams,Ohio,4,0
4/23/2020,4,23,Adams,Ohio,4,0
4/24/2020,4,24,Adams,Ohio,4,0
3/18/2020,3,18,Adams,Pennsylvania,1,0
3/19/2020,3,19,Adams,Pennsylvania,2,0
3/20/2020,3,20,Adams,Pennsylvania,5,0
3/21/2020,3,21,Adams,Pennsylvania,5,0
3/22/2020,3,22,Adams,Pennsylvania,5,0
3/23/2020,3,23,Adams,Pennsylvania,6,0
3/24/2020,3,24,Adams,Pennsylvania,6,0
3/25/2020,3,25,Adams,Pennsylvania,6,0
3/26/2020,3,26,Adams,Pennsylvania,7,0
3/27/2020,3,27,Adams,Pennsylvania,8,0
3/28/2020,3,28,Adams,Pennsylvania,8,0
3/29/2020,3,29,Adams,Pennsylvania,8,0
3/30/2020,3,30,Adams,Pennsylvania,8,0
3/31/2020,3,31,Adams,Pennsylvania,9,0
4/1/2020,4,1,Adams,Pennsylvania,12,0
4/2/2020,4,2,Adams,Pennsylvania,18,0
4/3/2020,4,3,Adams,Pennsylvania,19,0
4/4/2020,4,4,Adams,Pennsylvania,21,0
4/5/2020,4,5,Adams,Pennsylvania,22,0
4/6/2020,4,6,Adams,Pennsylvania,25,0
4/7/2020,4,7,Adams,Pennsylvania,28,0
4/8/2020,4,8,Adams,Pennsylvania,33,0
4/9/2020,4,9,Adams,Pennsylvania,38,1
4/10/2020,4,10,Adams,Pennsylvania,43,1
4/11/2020,4,11,Adams,Pennsylvania,44,1
4/12/2020,4,12,Adams,Pennsylvania,48,1
4/13/2020,4,13,Adams,Pennsylvania,56,1
4/14/2020,4,14,Adams,Pennsylvania,63,1
4/15/2020,4,15,Adams,Pennsylvania,64,1
4/16/2020,4,16,Adams,Pennsylvania,67,1
4/17/2020,4,17,Adams,Pennsylvania,70,1
4/18/2020,4,18,Adams,Pennsylvania,74,1
4/19/2020,4,19,Adams,Pennsylvania,80,1
4/20/2020,4,20,Adams,Pennsylvania,85,1
4/21/2020,4,21,Adams,Pennsylvania,91,2
4/22/2020,4,22,Adams,Pennsylvania,92,2
4/23/2020,4,23,Adams,Pennsylvania,95,2
4/24/2020,4,24,Adams,Pennsylvania,110,2
3/23/2020,3,23,Adams,Washington,1,0
3/24/2020,3,24,Adams,Washington,1,0
3/25/2020,3,25,Adams,Washington,1,0
3/26/2020,3,26,Adams,Washington,3,0
3/27/2020,3,27,Adams,Washington,5,0
